"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Phaeothecaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-3.5812085772965	2.00101356922924	0.262542268099364	0.418601875738066	0.456156093659969	0.55043470174418	NA	"abundance"	23	4
"Ascocoryne"	"pH"	"acidic"	"pHacidic"	-1.84223302388876	1.15569666520281	0.271220216690781	0.420676131141224	0.468880027439768	0.55622540044907	NA	"abundance"	23	12
"Comoclathris"	"pH"	"acidic"	"pHacidic"	-4.66827820782342	3.34506930491787	0.265630886192601	0.420676131141224	0.288241344685882	0.371882806313482	NA	"abundance"	23	7
"Didymella"	"pH"	"acidic"	"pHacidic"	-1.95504159237664	1.22482025233205	0.267293324345735	0.420676131141224	0.145141195094723	0.249677412990327	NA	"abundance"	23	10
"Fusariella"	"pH"	"acidic"	"pHacidic"	-4.44200303313987	1.74250080403758	0.264925042948741	0.420676131141224	0.45966480751609	0.553513039050625	NA	"abundance"	23	3
"Mucorales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.32969022137127	0.701495323794241	0.273047845036924	0.420676131141224	0.471540564394541	0.55622540044907	NA	"abundance"	23	11
"Pseudohelotium"	"pH"	"acidic"	"pHacidic"	4.15179110001251	3.39558810048561	0.26688728674407	0.420676131141224	0.462545749662528	0.555824206455179	NA	"abundance"	23	5
"Ramariopsis"	"pH"	"acidic"	"pHacidic"	2.87915748428659	2.91470331845645	0.273374499227716	0.420676131141224	0.0633292985063595	0.166421757367048	NA	"abundance"	23	14
"Apodus"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.272830801032081	0.420676131141224	0.471224956072355	0.55622540044907	NA	"prevalence"	23	4
"Articulospora"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.27283080103208	0.420676131141224	0.471224956072354	0.55622540044907	NA	"prevalence"	23	4
"Calloriaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.255942300897	1.14534042483403	0.272830801032079	0.420676131141224	0.471224956072352	0.55622540044907	NA	"prevalence"	23	4
"Chytridiales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.255942300897	1.14534042483403	0.272830801032078	0.420676131141224	0.0175264730274811	0.0803992175387624	NA	"prevalence"	23	19
"Coprinus"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.27283080103208	0.420676131141224	0.471224956072354	0.55622540044907	NA	"prevalence"	23	4
"Cryptodiscus"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.272830801032081	0.420676131141224	0.218662919387085	0.307146636939059	NA	"prevalence"	23	4
"Leptodontidiaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.27283080103208	0.420676131141224	0.471224956072354	0.55622540044907	NA	"prevalence"	23	4
"Naganishia"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.27283080103208	0.420676131141224	0.278099211310332	0.365321236675845	NA	"prevalence"	23	4
"Phaeothecaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.255942300897	1.14534042483403	0.272830801032079	0.420676131141224	0.456156093659969	0.55043470174418	NA	"prevalence"	23	4
"Pseudoarthrographis"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.272830801032081	0.420676131141224	0.471224956072354	0.55622540044907	NA	"prevalence"	23	4
"Ramophialophora"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.272830801032079	0.420676131141224	0.0711342570187579	0.172349136856933	NA	"prevalence"	23	4
"Sporobolomyces"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.27283080103208	0.420676131141224	0.471224956072354	0.55622540044907	NA	"prevalence"	23	4
"Trichopeziza"	"pH"	"acidic"	"pHacidic"	-1.25594230089699	1.14534042483403	0.272830801032081	0.420676131141224	0.353132758880527	0.440657467788462	NA	"prevalence"	23	4
"Xenochalara"	"pH"	"acidic"	"pHacidic"	1.25594230089699	1.14534042483403	0.272830801032079	0.420676131141224	0.0902044623398554	0.202872292733216	NA	"prevalence"	23	19
"Haptocillium"	"pH"	"acidic"	"pHacidic"	1.35354065874647	1.58077841034339	0.274027355143025	0.421013547221325	0.0252690134678032	0.0985846900886283	NA	"abundance"	23	14
"Ampelomyces"	"pH"	"acidic"	"pHacidic"	-2.81272535784371	1.07341195944577	0.279267911758998	0.42838727064453	0.480545256979765	0.565692787238909	NA	"abundance"	23	3
"Nectriopsis"	"pH"	"acidic"	"pHacidic"	0.93358989913621	0.865760335586857	0.280879012948083	0.4288262917808	0.482865005981477	0.566117593219662	NA	"prevalence"	23	9
"Zoopagales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.93358989913621	0.865760335586857	0.280879012948083	0.4288262917808	0.482865005981476	0.566117593219662	NA	"prevalence"	23	9
"Ripartites"	"pH"	"acidic"	"pHacidic"	-2.89422899795743	1.12880441207056	0.282772499610385	0.43103939893514	0.485584712684865	0.568153773141401	NA	"abundance"	23	3
"Zygorhynchus"	"pH"	"acidic"	"pHacidic"	-2.36324428919968	1.61083742242564	0.287786574694859	0.437309489872783	0.142218795517232	0.249677412990327	NA	"abundance"	23	8
"Agaricomycetes_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.65543144803896	1.65486464778407	0.291436868790305	0.442164374367791	0.260145252257876	0.348064712511695	NA	"abundance"	23	5
"Atheliaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.12505729602421	1.39525868760417	0.2937146127646	0.444924943829058	0.50116095177774	0.585194000257644	NA	"abundance"	23	9
"Hyphodontia"	"pH"	"acidic"	"pHacidic"	-1.73134513683828	0.589238770080375	0.296953890593028	0.449131195896932	0.505726168047721	0.589334123249158	NA	"abundance"	23	3
"Acarospora"	"pH"	"acidic"	"pHacidic"	2.50721314300392	2.73281886979381	0.29994063924453	0.451323188094324	0.00522919557959996	0.0402996672667837	NA	"abundance"	23	13
"Cantharellales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.91243920500292	2.13240141896655	0.301802814249426	0.451323188094324	0.512520689809979	0.595333252313361	NA	"abundance"	23	9
"Chaetothyriaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-2.86214466321542	2.03399083304463	0.306769623215503	0.451323188094324	0.134323213686709	0.247431236277652	NA	"abundance"	23	6
"Sistotremastrum"	"pH"	"acidic"	"pHacidic"	3.10081635523959	3.1034092250041	0.302098202399971	0.451323188094324	0.428069866254691	0.519799123309268	NA	"abundance"	23	7
"Zoopagales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.91006167996121	1.27885666986803	0.303482692253906	0.451323188094324	0.482865005981476	0.566117593219662	NA	"abundance"	23	9
"Botrytis"	"pH"	"acidic"	"pHacidic"	0.857346198236707	0.837760556349909	0.306128888838239	0.451323188094324	0.518542881095143	0.595333252313361	NA	"prevalence"	23	11
"Chroogomphus"	"pH"	"acidic"	"pHacidic"	0.857346198236707	0.837760556349909	0.306128888838239	0.451323188094324	0.518542881095142	0.595333252313361	NA	"prevalence"	23	11
"Glutinomyces"	"pH"	"acidic"	"pHacidic"	0.857346198236707	0.837760556349909	0.306128888838239	0.451323188094324	0.039104482379993	0.122175085489924	NA	"prevalence"	23	11
"Goffeauzyma"	"pH"	"acidic"	"pHacidic"	0.857346198236707	0.837760556349909	0.306128888838239	0.451323188094324	0.518542881095143	0.595333252313361	NA	"prevalence"	23	11
"GS11_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.857346198236707	0.837760556349909	0.306128888838239	0.451323188094324	0.518542881095143	0.595333252313361	NA	"prevalence"	23	11
"Mucorales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.857346198236707	0.837760556349909	0.306128888838238	0.451323188094324	0.471540564394541	0.55622540044907	NA	"prevalence"	23	11
"Psilolechiaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-0.977445155027491	0.955929323924871	0.306540640126646	0.451323188094324	0.519114116204038	0.595333252313361	NA	"prevalence"	23	6
"Rhizophydium"	"pH"	"acidic"	"pHacidic"	0.857346198236707	0.837760556349909	0.306128888838239	0.451323188094324	0.518542881095142	0.595333252313361	NA	"prevalence"	23	11
"Sagenomella"	"pH"	"acidic"	"pHacidic"	-0.977445155027495	0.955929323924871	0.306540640126644	0.451323188094324	0.519114116204035	0.595333252313361	NA	"prevalence"	23	6
"Sakaguchia"	"pH"	"acidic"	"pHacidic"	-0.857346198236707	0.837760556349909	0.306128888838239	0.451323188094324	0.119422916843818	0.237204281566072	NA	"prevalence"	23	12
"Sarcopodium"	"pH"	"acidic"	"pHacidic"	-0.977445155027492	0.955929323924871	0.306540640126645	0.451323188094324	0.265741820940444	0.353914222358472	NA	"prevalence"	23	6
"Tremellodendropsidales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-0.977445155027492	0.955929323924871	0.306540640126645	0.451323188094324	0.287766272929858	0.371882806313482	NA	"prevalence"	23	6
"Exobasidium"	"pH"	"acidic"	"pHacidic"	-3.07499361771854	2.36014209929252	0.307939344493751	0.452358704241199	0.0267781943666343	0.0985846900886283	NA	"abundance"	23	9
"Perennicordyceps"	"pH"	"acidic"	"pHacidic"	1.20469249777985	1.49721847897314	0.317058434990693	0.465050967335292	0.109409405450026	0.22114624879342	NA	"abundance"	23	7
"Pseudodictyosporium"	"pH"	"acidic"	"pHacidic"	-4.27008632332852	3.33973541456095	0.319460198413365	0.466956797773834	0.134323213686709	0.247431236277652	NA	"abundance"	23	6
"Trechisporales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.48381235685586	1.79895827018481	0.320762290540832	0.466956797773834	0.242332061440972	0.335894320174776	NA	"abundance"	23	8
"Arrhenia"	"pH"	"acidic"	"pHacidic"	-0.869118769903221	0.87509862946166	0.320628750235133	0.466956797773834	0.538454704992922	0.615072765782431	NA	"prevalence"	23	8
"Mrakia"	"pH"	"acidic"	"pHacidic"	-0.869118769903222	0.87509862946166	0.320628750235132	0.466956797773834	0.159487793819255	0.254029749295216	NA	"prevalence"	23	8
"Venturiaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-0.869118769903219	0.87509862946166	0.320628750235134	0.466956797773834	0.538454704992924	0.615072765782431	NA	"prevalence"	23	8
"Yamadamyces"	"pH"	"acidic"	"pHacidic"	0.97912166881234	1.35846456875811	0.324917343620097	0.47229751595077	0.0267781943666343	0.0985846900886283	NA	"abundance"	23	9
"Capnodiales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.618790424265778	1.07862819602265	0.33448297275486	0.483307985930013	0.557087086446791	0.633851055051664	NA	"abundance"	23	18
"Cephalotrichum"	"pH"	"acidic"	"pHacidic"	-5.35337683252509	2.81306618500948	0.333522057653471	0.483307985930013	0.555807152365536	0.633642079028166	NA	"abundance"	23	3
"Gymnopus"	"pH"	"acidic"	"pHacidic"	2.6169482476282	2.97358874510675	0.334019555227688	0.483307985930013	0.300770583218473	0.382138368481074	NA	"abundance"	23	9
"Pezicula"	"pH"	"acidic"	"pHacidic"	0.83587121199544	1.29486774193755	0.334440943702908	0.483307985930013	0.0672457676336661	0.168259972693771	NA	"abundance"	23	16
"Helvella"	"pH"	"acidic"	"pHacidic"	-3.25664355699788	2.77684145991233	0.337993199044873	0.486930855003816	0.0287465516808279	0.1025648572316	NA	"abundance"	23	13
"Xenopolyscytalum"	"pH"	"acidic"	"pHacidic"	-1.71625663517612	1.24716682103344	0.337872860856329	0.486930855003816	0.561587651609418	0.63646600515734	NA	"abundance"	23	19
"Taphrina"	"pH"	"acidic"	"pHacidic"	-2.85113680233373	2.28047804228546	0.338774265208521	0.487333054099962	0.562780527649469	0.636569755345192	NA	"abundance"	23	8
"GS03_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-6.55858498463661	4.89486321217261	0.339751796674263	0.488016264157854	0.564072310005136	0.636784756216736	NA	"abundance"	23	4
"Polyozellus"	"pH"	"acidic"	"pHacidic"	3.17795899311454	3.48250488349195	0.342691034942849	0.491511070796907	0.428069866254691	0.519799123309268	NA	"abundance"	23	7
"Hyaloscypha"	"pH"	"acidic"	"pHacidic"	0.656086942417132	1.16624190826964	0.349951269147939	0.496703425066371	0.577436647517624	0.64793868124933	NA	"abundance"	23	22
"Armillaria"	"pH"	"acidic"	"pHacidic"	1.0680027663549	1.14857758470633	0.352449701205695	0.496703425066371	0.580678610531406	0.64793868124933	NA	"prevalence"	23	4
"Cantharellula"	"pH"	"acidic"	"pHacidic"	1.06800276635491	1.14857758470633	0.352449701205693	0.496703425066371	0.580678610531404	0.64793868124933	NA	"prevalence"	23	4
"Catinaria"	"pH"	"acidic"	"pHacidic"	1.0680027663549	1.14857758470633	0.352449701205694	0.496703425066371	0.113032708353842	0.227640785465228	NA	"prevalence"	23	4
"Dactylospora"	"pH"	"acidic"	"pHacidic"	1.0680027663549	1.14857758470633	0.352449701205695	0.496703425066371	0.580678610531406	0.64793868124933	NA	"prevalence"	23	4
"GS03_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.0680027663549	1.14857758470633	0.352449701205695	0.496703425066371	0.564072310005136	0.636784756216736	NA	"prevalence"	23	4
"Lasionectria"	"pH"	"acidic"	"pHacidic"	1.06800276635491	1.14857758470633	0.352449701205693	0.496703425066371	0.580678610531404	0.64793868124933	NA	"prevalence"	23	4
"Phacidiaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.06800276635491	1.14857758470633	0.352449701205693	0.496703425066371	0.580678610531404	0.64793868124933	NA	"prevalence"	23	4
"Tomentella"	"pH"	"acidic"	"pHacidic"	-1.0680027663549	1.14857758470633	0.352449701205695	0.496703425066371	0.282378299631663	0.368576883912075	NA	"prevalence"	23	19
"Xenopolyscytalum"	"pH"	"acidic"	"pHacidic"	-1.0680027663549	1.14857758470633	0.352449701205695	0.496703425066371	0.561587651609418	0.63646600515734	NA	"prevalence"	23	19
"Geminibasidium"	"pH"	"acidic"	"pHacidic"	-2.48366125424499	2.09914959546922	0.353867445033857	0.497258016104017	0.202457513095067	0.287519514911425	NA	"abundance"	23	17
"Piptocephalis"	"pH"	"acidic"	"pHacidic"	0.647379950820963	1.14620899724144	0.353840797788949	0.497258016104017	0.0633292985063602	0.166421757367048	NA	"abundance"	23	14
"Trichoderma"	"pH"	"acidic"	"pHacidic"	-0.950032300651397	0.460559735679279	0.364248184673944	0.511105473003468	0.364248184673944	0.450825376320214	NA	"abundance"	23	23
"Spermospora"	"pH"	"acidic"	"pHacidic"	1.56011248352279	2.08551449026347	0.376146830085087	0.527039786453997	0.0653594099002075	0.166421757367048	NA	"abundance"	23	7
"Dactylospora"	"pH"	"acidic"	"pHacidic"	-1.88673682937121	1.25101103685138	0.380980962463876	0.532516115485839	0.580678610531406	0.64793868124933	NA	"abundance"	23	4
"Leucosporidiales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.732805691399291	1.3113018712158	0.381152111496044	0.532516115485839	0.300770583218472	0.382138368481074	NA	"abundance"	23	14
"Amphisphaeriales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.3473981448254	0.831052541865517	0.383907154606228	0.535594607934838	0.260145252257876	0.348064712511695	NA	"abundance"	23	5
"Colletotrichum"	"pH"	"acidic"	"pHacidic"	-3.43440647241646	3.1625864081439	0.38534736643121	0.536164854943507	0.0298514052103216	0.103940435009433	NA	"abundance"	23	8
"Phaeotremella"	"pH"	"acidic"	"pHacidic"	0.543819206744879	1.10388588554932	0.385420256179782	0.536164854943507	0.0101794473918395	0.0668604612782187	NA	"abundance"	23	12
"Lacrymaria"	"pH"	"acidic"	"pHacidic"	-2.75875875365457	2.26187045564729	0.387632993817827	0.538322603991251	0.260145252257876	0.348064712511695	NA	"abundance"	23	5
"Microascaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-4.91184524928378	3.09502809390027	0.388080147058575	0.538322603991251	0.625554093576144	0.693992833180444	NA	"abundance"	23	3
"Serendipita"	"pH"	"acidic"	"pHacidic"	0.616936817586864	1.23372874553879	0.392943927275634	0.544291802260543	0.392943927275634	0.485302542660932	NA	"abundance"	23	23
"Arbusculina"	"pH"	"acidic"	"pHacidic"	0.352427385777055	0.542841028938306	0.394685098131419	0.545924829466678	0.63359386957583	0.701565625698908	NA	"abundance"	23	3
"Neosetophoma"	"pH"	"acidic"	"pHacidic"	-3.97596697887167	3.91529879600683	0.400904423930321	0.552951982437986	0.0127491961755028	0.0682318091614874	NA	"abundance"	23	9
"Parmeliopsis"	"pH"	"acidic"	"pHacidic"	2.80897698283318	2.37969550791197	0.400446146318578	0.552951982437986	0.640535176535756	0.707895472347356	NA	"abundance"	23	3
"Teratosphaeriaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-5.66829675316991	3.7963411800863	0.401981609733056	0.55365126673872	0.642374004902533	0.708572852736001	NA	"abundance"	23	3
"Cystobasidiomycetes_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.32447098743482	0.9550983742287	0.403317320609239	0.554704133585794	0.643969780115062	0.708980062679059	NA	"abundance"	23	12
"Cystofilobasidium"	"pH"	"acidic"	"pHacidic"	1.95398697987232	1.77808082891687	0.404735647812021	0.555867488013398	0.645660351014226	0.709489891418674	NA	"abundance"	23	3
"Extremus"	"pH"	"acidic"	"pHacidic"	1.50827642859711	2.046245303371	0.405500036545692	0.556130699838795	0.260145252257874	0.348064712511695	NA	"abundance"	23	5
"GS18_ord_Incertae_sedis_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.89166695243863	2.65407349949909	0.408206450064564	0.558265440862946	0.0558773694085134	0.155274613067889	NA	"abundance"	23	8
"Roseodiscus"	"pH"	"acidic"	"pHacidic"	-3.2275338446058	2.64486000053489	0.407903833092641	0.558265440862946	0.649422129133613	0.712269431952995	NA	"abundance"	23	4
"Ampulloclitocybe"	"pH"	"acidic"	"pHacidic"	2.08752279263758	2.85545260337971	0.411868270482913	0.562481140139112	0.109409405450026	0.22114624879342	NA	"abundance"	23	7
"Sporidiobolaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.757882146647434	1.43742229573306	0.412474534414023	0.562517939488787	0.0127491961755027	0.0682318091614874	NA	"abundance"	23	14
"Phaeotheca"	"pH"	"acidic"	"pHacidic"	-1.21174214558994	0.853995245888366	0.415629432133257	0.566025495934631	0.134323213686707	0.247431236277652	NA	"abundance"	23	17
"Calloriaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-5.41426463654735	4.95235636585614	0.42330879295512	0.569371144934168	0.471224956072352	0.55622540044907	NA	"abundance"	23	4
"Cistella"	"pH"	"acidic"	"pHacidic"	0.732946632693536	1.46675495252366	0.424245038117639	0.569371144934168	0.668506223867841	0.73181173749169	NA	"abundance"	23	21
"Gamsia"	"pH"	"acidic"	"pHacidic"	-1.69638037751693	1.40105112442286	0.426560917441421	0.569371144934168	0.428069866254691	0.519799123309268	NA	"abundance"	23	7
"Coniochaeta"	"pH"	"acidic"	"pHacidic"	1.73834076888242	2.19525257785293	0.42844017082365	0.569371144934168	0.395634744380878	0.487583970686881	NA	"prevalence"	23	22
"Cryptosporiopsis"	"pH"	"acidic"	"pHacidic"	1.73834076888243	2.19525257785293	0.42844017082365	0.569371144934168	0.423494678236548	0.519702598770116	NA	"prevalence"	23	22
"Hyaloscypha"	"pH"	"acidic"	"pHacidic"	1.73834076888242	2.19525257785293	0.42844017082365	0.569371144934168	0.577436647517624	0.64793868124933	NA	"prevalence"	23	22
"Hyaloscyphaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.73834076888242	2.19525257785293	0.42844017082365	0.569371144934168	0.176935151105097	0.275656380966971	NA	"prevalence"	23	22
"Liangia"	"pH"	"acidic"	"pHacidic"	0.75530358720492	0.954245060154885	0.428640892839214	0.569371144934168	0.67354877066443	0.734549414045359	NA	"prevalence"	23	6
"Malassezia"	"pH"	"acidic"	"pHacidic"	-0.755303587204919	0.954245060154885	0.428640892839214	0.569371144934168	0.108853529572915	0.22114624879342	NA	"prevalence"	23	17
"Sarea"	"pH"	"acidic"	"pHacidic"	0.75530358720492	0.954245060154885	0.428640892839214	0.569371144934168	0.67354877066443	0.734549414045359	NA	"prevalence"	23	6
"Stilbella"	"pH"	"acidic"	"pHacidic"	1.73834076888242	2.19525257785293	0.42844017082365	0.569371144934168	0.208755029097954	0.294293675167359	NA	"prevalence"	23	22
"Venturia"	"pH"	"acidic"	"pHacidic"	1.73834076888242	2.19525257785293	0.428440170823651	0.569371144934168	0.276395830228901	0.36391068308042	NA	"prevalence"	23	22
"Boliniales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.804058250722921	1.49050335956576	0.433545474184464	0.575099256056167	0.679129270183096	0.739240523852786	NA	"abundance"	23	7
"Hamamotoa"	"pH"	"acidic"	"pHacidic"	-1.28261018493611	0.966663295487442	0.436291937201647	0.575181194642251	0.682233219936128	0.741223310381733	NA	"abundance"	23	10
"Hyalorbilia"	"pH"	"acidic"	"pHacidic"	-1.22670788533403	0.919447926787619	0.434623597667097	0.575181194642251	0.260145252257874	0.348064712511695	NA	"abundance"	23	18
"Lectera"	"pH"	"acidic"	"pHacidic"	-4.65355108974295	4.67028261587336	0.436569042689329	0.575181194642251	0.260145252257876	0.348064712511695	NA	"abundance"	23	5
"Leuconeurospora"	"pH"	"acidic"	"pHacidic"	2.89338437766875	3.75212638115601	0.435735532024456	0.575181194642251	0.354508170452655	0.440657467788462	NA	"abundance"	23	5
"Metapochonia"	"pH"	"acidic"	"pHacidic"	0.170613196208566	0.777259382341497	0.434944433980548	0.575181194642251	0.297312131290031	0.381034172695429	NA	"abundance"	23	20
"Cystobasidium"	"pH"	"acidic"	"pHacidic"	-1.40062683987683	1.14149453434501	0.437969133228076	0.576243940873254	0.142218795517233	0.249677412990327	NA	"abundance"	23	15
"GS10_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	1.96760043318933	2.86527401314378	0.442761545852825	0.581761110992006	0.202457513095068	0.287519514911425	NA	"abundance"	23	6
"Coprinus"	"pH"	"acidic"	"pHacidic"	-2.70206305349593	2.39157815750663	0.45002007524183	0.590499314945698	0.471224956072354	0.55622540044907	NA	"abundance"	23	4
"Elasticomyces"	"pH"	"acidic"	"pHacidic"	-6.66361389369921	5.32205306901084	0.452014410236792	0.592315779136201	0.699711793411869	0.758786897921314	NA	"abundance"	23	3
"Bryochiton"	"pH"	"acidic"	"pHacidic"	-1.7300315915737	1.58975610765586	0.457255980122172	0.598376761049366	0.705428928886856	0.763554158982402	NA	"abundance"	23	9
"Tremellales_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-1.20085973229042	0.938919933852005	0.458244080961462	0.598862722225544	0.437246150875107	0.528720241016346	NA	"abundance"	23	21
"Cylindrosympodium"	"pH"	"acidic"	"pHacidic"	-1.33870904326843	1.10700997102519	0.459314307143045	0.59945455945685	0.0247122910663439	0.0985846900886283	NA	"abundance"	23	12
"Phacidiaceae_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	2.09068304019531	2.82460209074842	0.460342759694138	0.599662924544826	0.580678610531404	0.64793868124933	NA	"abundance"	23	4
"Hebeloma"	"pH"	"acidic"	"pHacidic"	-1.66061536335122	2.26984968317084	0.464414540945117	0.599662924544826	0.270407807405179	0.359300488919985	NA	"prevalence"	23	22
"Mytilinidion"	"pH"	"acidic"	"pHacidic"	-1.66061536335123	2.26984968317083	0.464414540945114	0.599662924544826	0.280496500984772	0.367634869771424	NA	"prevalence"	23	22
"Pezoloma"	"pH"	"acidic"	"pHacidic"	-1.66061536335123	2.26984968317083	0.464414540945114	0.599662924544826	3.60357499071359e-09	4.1657326892649e-07	NA	"prevalence"	23	22
"Agaricostilbomycetes_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	0.611386632316193	0.8705766533113	0.482505952665194	0.619726560896698	0.0527104871759227	0.153098801948157	NA	"prevalence"	23	8
"Dissophora"	"pH"	"acidic"	"pHacidic"	0.611386632316193	0.8705766533113	0.482505952665194	0.619726560896698	0.230125760438872	0.321286689694851	NA	"prevalence"	23	8
"Gorgomyces"	"pH"	"acidic"	"pHacidic"	0.611386632316192	0.8705766533113	0.482505952665194	0.619726560896698	0.732199910973042	0.786638566063974	NA	"prevalence"	23	8
"Tomentellopsis"	"pH"	"acidic"	"pHacidic"	0.611386632316192	0.8705766533113	0.482505952665194	0.619726560896698	0.732199910973042	0.786638566063974	NA	"prevalence"	23	8
"Articulospora"	"pH"	"acidic"	"pHacidic"	-1.74652288232851	1.48960198000273	0.485793622368151	0.623124976643956	0.471224956072354	0.55622540044907	NA	"abundance"	23	4
"Tomentellopsis"	"pH"	"acidic"	"pHacidic"	0.873648297567351	1.81248948806705	0.486583189916918	0.623314350144232	0.732199910973042	0.786638566063974	NA	"abundance"	23	8
"Coleroa"	"pH"	"acidic"	"pHacidic"	2.54805376543093	3.84364038907626	0.489430346378455	0.625311666228263	0.260145252257876	0.348064712511695	NA	"abundance"	23	5
"Fusidium"	"pH"	"acidic"	"pHacidic"	-2.29441878357547	2.50805602080197	0.489102862842361	0.625311666228263	0.145141195094723	0.249677412990327	NA	"abundance"	23	10
"Rutstroemia"	"pH"	"acidic"	"pHacidic"	0.544667043350171	1.3788139653958	0.496276379698343	0.633225183557281	0.428069866254691	0.519799123309268	NA	"abundance"	23	7
"Pseudosigmoidea"	"pH"	"acidic"	"pHacidic"	0.9921825698516	2.00161239133838	0.497863402013595	0.634416487342783	0.74785883696264	0.80197107191912	NA	"abundance"	23	7
"Aureobasidium"	"pH"	"acidic"	"pHacidic"	-2.9892717843625	3.61388185266785	0.517379693131272	0.640851821236633	0.288241344685879	0.371882806313482	NA	"abundance"	23	7
"Lasionectria"	"pH"	"acidic"	"pHacidic"	1.89947857937148	3.03072721206977	0.516268086052597	0.640851821236633	0.580678610531404	0.64793868124933	NA	"abundance"	23	4
"Lophodermium"	"pH"	"acidic"	"pHacidic"	-1.27689997656752	1.18858471344701	0.514169082387614	0.640851821236633	0.260145252257874	0.348064712511695	NA	"abundance"	23	18
"Aaosphaeria"	"pH"	"acidic"	"pHacidic"	-0.772172019338424	1.1985597053517	0.519413371074387	0.640851821236633	0.147993424305343	0.25382848441688	NA	"prevalence"	23	3
"Alatospora"	"pH"	"acidic"	"pHacidic"	0.772172019338423	1.1985597053517	0.519413371074387	0.640851821236633	0.769036492097916	0.810729705417882	NA	"prevalence"	23	20
"Ampelomyces"	"pH"	"acidic"	"pHacidic"	-0.772172019338424	1.1985597053517	0.519413371074387	0.640851821236633	0.480545256979765	0.565692787238909	NA	"prevalence"	23	3
"Arbusculina"	"pH"	"acidic"	"pHacidic"	-0.772172019338424	1.1985597053517	0.519413371074387	0.640851821236633	0.63359386957583	0.701565625698908	NA	"prevalence"	23	3
"Basidiobolomycota_gen_Incertae_sedis"	"pH"	"acidic"	"pHacidic"	-0.772172019338424	1.1985597053517	0.519413371074387	0.640851821236633	0.769036492097915	0.810729705417882	NA	"prevalence"	23	3
"Cephalosporium"	"pH"	"acidic"	"pHacidic"	-0.772172019338424	1.1985597053517	0.519413371074387	0.640851821236633	0.769036492097915	0.810729705417882	NA	"prevalence"	23	3
"Drechmeria"	"pH"	"acidic"	"pHacidic"	0.772172019338425	1.1985597053517	0.519413371074387	0.640851821236633	0.0159277558408149	0.0742438941612178	NA	"prevalence"	23	20
